# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-03-21 15:40:51
"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","BlkRatio","rawArea"
"21","160802_Smp_Pt56","Ketoglutaric Acid",12.385,"",5933071,5884668,461475,8.12874166995484,206.77362744078,0.00815816968986213,5933071
"22","160802_Smp_Tp12","Ketoglutaric Acid",12.515,"",3054234,3005831,213642,7.69502909979592,397.756819953235,0.0158478361513885,3054234
"23","160802_Smp_Tp34","Ketoglutaric Acid",12.45,"",2725178,2676775,202731,14.7433632148712,360.427327881825,0.017761408612575,2725178
"24","160802_Smp_TP56","Ketoglutaric Acid",12.39,"",3577522,3529119,253965,7.88356416443548,396.699811967703,0.0135297560713813,3577522
"25","160802_Poo_0801_PooledDiatoms_1","Sarcosine",10.49,"",9154462,8984120,694283,3108.47606112054,740.634968085966,0.0186075380508434,9154462
"26","160802_Poo_0801_PooledDiatoms_2","Sarcosine",10.525,"",8613185,8442843,629702,2803.77115885417,1083.87465426201,0.019776888572578,8613185
"27","160802_Poo_0801_PooledDiatoms_3","Sarcosine",10.475,"",10019797,9849455,756368,6003.47333732774,185.428150711406,0.0170005440229977,10019797
"28","160802_Smp_Np12","Sarcosine",10.55,"comparable to blk",NA,-51836,16810,Inf,Inf,1.43741245169021,118506
"29","160802_Smp_Np34","Sarcosine",10.35,"comparable to blk",NA,-129070,4855,Inf,Inf,4.12730180267494,41272
"30","160802_Smp_NP56","Sarcosine",10.245,"comparable to blkbad S/N",NA,-118508,9999,Inf,2.82270201842605,3.28629856850716,51834
"31","160802_Smp_Pt2","Sarcosine",10.545,"",9887673,9717331,764499,17880.0596745027,249.072482312208,0.0172277137401287,9887673
"32","160802_Smp_Pt34","Sarcosine",10.5,"",16536372,16366030,1266493,6627.80440881764,115.98763646478,0.0103010503150268,16536372
"33","160802_Smp_Pt56","Sarcosine",10.485,"",18887712,18717370,1532128,4802.36765827613,173.111717589597,0.00901866779840777,18887712
"34","160802_Smp_Tp12","Sarcosine",10.515,"",7656606,7486264,627197,1368.96227427141,379.328194485621,0.0222477165469922,7656606
"35","160802_Smp_Tp34","Sarcosine",10.495,"",7722681,7552339,644952,1997.07292474787,306.642973047849,0.022057365829302,7722681
"36","160802_Smp_TP56","Sarcosine",10.515,"",8135701,7965359,604721,919.807914075749,132.643517095193,0.0209375934538401,8135701
"37","160802_Poo_0801_PooledDiatoms_1","13C Acetyl CoA",10.85,"",1135267,104869,27356,1.48729870510986,296.488547631442,0.907626135525828,1135267
"38","160802_Poo_0801_PooledDiatoms_2","13C Acetyl CoA",10.86,"",1311426,281028,47884,1.51607488433713,Inf,0.785708076551784,1311426
"39","160802_Poo_0801_PooledDiatoms_3","13C Acetyl CoA",10.85,"",1119002,88604,45099,1.43463266289911,Inf,0.920818729546507,1119002
"40","160802_Smp_Np12","13C Acetyl CoA",11.03,"",767042,-263356,30676,1.58414945951863,Inf,1.34333973889305,767042
"41","160802_Smp_Np34","13C Acetyl CoA",10.84,"",837422,-192976,31976,1.40503746556289,Inf,1.23044056640499,837422
"42","160802_Smp_NP56","13C Acetyl CoA",10.87,"",886737,-143661,38676,1.92137782198041,Inf,1.16201083297528,886737
"43","160802_Smp_Pt2","13C Acetyl CoA",11.14,"",619847,-410551,18881,1.65571576630481,Inf,1.66234248128974,619847
"44","160802_Smp_Pt34","13C Acetyl CoA",10.835,"",884658,-145740,42389,1.36931880623536,97.3469832280549,1.16474162896848,884658
"45","160802_Smp_Pt56","13C Acetyl CoA",10.785,"",885108,-145290,31663,1.63186937788193,461.274570982839,1.16414945972695,885108
"46","160802_Smp_Tp12","13C Acetyl CoA",11.09,"",623013,-407385,33611,1.24872824792852,89.1954983012457,1.65389486254701,623013
"47","160802_Smp_Tp34","13C Acetyl CoA",10.91,"",910842,-119556,37703,1.54087494924888,411.474087426769,1.13125876935846,910842
"48","160802_Smp_TP56","13C Acetyl CoA",10.825,"",1107381,76983,40635,1.3029299366055,286.702012383901,0.930481920856507,1107381
"49","160802_Poo_0801_PooledDiatoms_1","13C-Isethionic Acid",6.475,"",24386496,1514672,744632,1.37442711294004,135.444563281823,0.937888903760507,24386496
"50","160802_Poo_0801_PooledDiatoms_2","13C-Isethionic Acid",6.305,"",24373576,1501752,724513,1.34380298338935,103.508615432496,0.938386062020608,24373576
"51","160802_Poo_0801_PooledDiatoms_3","13C-Isethionic Acid",6.39,"",25908836,3037012,772244,1.33776839054637,201.280111005465,0.882780839710437,25908836
"52","160802_Smp_Np12","13C-Isethionic Acid",6.78,"",15349685,-7522139,588053,1.37868491418296,227.700807868969,1.49005168509973,15349685
"53","160802_Smp_Np34","13C-Isethionic Acid",6.7,"",15719490,-7152334,534037,1.31505432178767,78.1262664671393,1.45499784026072,15719490
"54","160802_Smp_NP56","13C-Isethionic Acid",6.545,"",15181500,-7690324,431610,1.37290390586029,1331.19363883291,1.50655890392912,15181500
"55","160802_Smp_Pt2","13C-Isethionic Acid",6.7,"",14807081,-8064743,506872,1.41097489856321,371.872410770194,1.54465447983975,14807081
"56","160802_Smp_Pt34","13C-Isethionic Acid",6.665,"",15275583,-7596241,537284,1.42005040219591,94.1886884535843,1.49727994015024,15275583
"57","160802_Smp_Pt56","13C-Isethionic Acid",6.545,"",17899934,-4971890,524417,1.46644827703162,Inf,1.277760242021,17899934
"58","160802_Smp_Tp12","13C-Isethionic Acid",6.76,"",16438633,-6433191,567973,1.40371071556688,105.090732368324,1.39134586190956,16438633
"59","160802_Smp_Tp34","13C-Isethionic Acid",6.58,"",22009304,-862520,755019,1.3653593955454,83.8894496207528,1.03918888121133,22009304
"60","160802_Smp_TP56","13C-Isethionic Acid",6.42,"",22548842,-322982,725398,1.31721605088278,74.5752970082193,1.01432366238586,22548842
"61","160802_Poo_0801_PooledDiatoms_1","13C-Sulfoacetic Acid",13.85,"",5228195,3900012,1164773,1.84679616835879,Inf,0.254042360700012,5228195
"62","160802_Poo_0801_PooledDiatoms_2","13C-Sulfoacetic Acid",13.85,"",5415761,4087578,1150071,1.92781721663734,219.20149073328,0.24524402018479,5415761
"63","160802_Poo_0801_PooledDiatoms_3","13C-Sulfoacetic Acid",13.85,"",6446816,5118633,1315835,2.8164727510389,137.077676460655,0.206021546139986,6446816
"64","160802_Smp_Np12","13C-Sulfoacetic Acid",13.96,"",2210542,882359,428572,1.53636824876113,2082.48964218456,0.600840427370301,2210542
"65","160802_Smp_Np34","13C-Sulfoacetic Acid",13.95,"",2385470,1057287,348829,1.78945457518767,15592.3071895425,0.556780424821943,2385470
"66","160802_Smp_NP56","13C-Sulfoacetic Acid",13.89,"",2831551,1503368,561350,2.20493666420856,74.4971447853398,0.469065540405241,2831551
"67","160802_Smp_Pt2","13C-Sulfoacetic Acid",13.96,"",2862768,1534585,519153,1.71247986342121,Inf,0.463950624011446,2862768
"68","160802_Smp_Pt34","13C-Sulfoacetic Acid",13.92,"",3821729,2493546,668815,2.03939644099552,175.827493138152,0.34753458447734,3821729
"69","160802_Smp_Pt56","13C-Sulfoacetic Acid",13.9,"",3442592,2114409,537915,1.51040892927263,102.797622567863,0.385809006701927,3442592
"70","160802_Smp_Tp12","13C-Sulfoacetic Acid",13.95,"",3476591,2148408,723567,2.12092267634951,130.366339212622,0.382036023219297,3476591
"71","160802_Smp_Tp34","13C-Sulfoacetic Acid",13.91,"",3693162,2364979,921341,2.71490552278568,223.667430362957,0.359633019076878,3693162
"72","160802_Smp_TP56","13C-Sulfoacetic Acid",13.87,"",4545379,3217196,923289,1.76767527887662,2383.27410901468,0.292205116449035,4545379
"73","160802_Poo_0801_PooledDiatoms_1","13C-Sulfolactic Acid",13.51,"",3848118,2400418,348456,1.54863502552473,143.454299781587,0.376209877139942,3848118
"74","160802_Poo_0801_PooledDiatoms_2","13C-Sulfolactic Acid",13.47,"",3635593,2187893,305912,1.36880256652858,89.3927303671286,0.398201888935313,3635593
"75","160802_Poo_0801_PooledDiatoms_3","13C-Sulfolactic Acid",13.46,"",3785508,2337808,315112,1.39576731828147,10122.679144385,0.38243215969957,3785508
"76","160802_Smp_Np12","13C-Sulfolactic Acid",13.55,"",2207283,759583,229148,1.51890683007559,Inf,0.655874212776522,2207283
"77","160802_Smp_Np34","13C-Sulfolactic Acid",13.53,"",2292795,845095,188745,1.29913556980659,Inf,0.63141275168517,2292795
"78","160802_Smp_NP56","13C-Sulfolactic Acid",13.5,"",2404671,956971,246001,1.72762385093703,Inf,0.60203661956251,2404671
"79","160802_Smp_Pt2","13C-Sulfolactic Acid",13.56,"",3526111,2078411,357382,1.55751561552396,Inf,0.410565634490803,3526111
"80","160802_Smp_Pt34","13C-Sulfolactic Acid",13.56,"",3281622,1833922,304510,1.39153019378929,784.390307949391,0.441153795287818,3281622
"81","160802_Smp_Pt56","13C-Sulfolactic Acid",13.53,"",3499515,2051815,307026,1.34851184581368,1546.03973509934,0.413685896474226,3499515
"82","160802_Smp_Tp12","13C-Sulfolactic Acid",13.6,"",2253666,805966,224326,1.35593112244898,Inf,0.642375578280011,2253666
"83","160802_Smp_Tp34","13C-Sulfolactic Acid",13.53,"",2740816,1293116,243416,1.49181325446132,1355.82748393475,0.528200360768472,2740816
"84","160802_Smp_TP56","13C-Sulfolactic Acid",13.5,"",2650926,1203226,206002,1.70075827322344,2310.16898954704,0.546111057041954,2650926
"85","160802_Poo_0801_PooledDiatoms_1","d3-Cysteic Acid",12.25,"",2448059,1732584,220031,1.1784726919124,Inf,0.292262155446417,2448059
"86","160802_Poo_0801_PooledDiatoms_2","d3-Cysteic Acid",12.23,"",1662773,947298,131532,0.898426161764722,220.016464699684,0.430290244068192,1662773
"87","160802_Poo_0801_PooledDiatoms_3","d3-Cysteic Acid",12.23,"",2447449,1731974,246161,1.35207718739987,1360.69388888889,0.29233499860467,2447449
"88","160802_Smp_Np12","d3-Cysteic Acid",12.39,"",1136098,420623,123648,1.21580625829374,Inf,0.629765213916405,1136098
"89","160802_Smp_Np34","d3-Cysteic Acid",12.375,"",1124420,408945,102604,1.26414322204634,Inf,0.636305828782839,1124420
"90","160802_Smp_NP56","d3-Cysteic Acid",12.26,"",897033,181558,68013,1.25446703893739,564.10922787194,0.797601648991732,897033
"91","160802_Smp_Pt2","d3-Cysteic Acid",12.34,"",1507643,792168,124573,1.16909342012108,Inf,0.47456526511913,1507643
"92","160802_Smp_Pt34","d3-Cysteic Acid",12.32,"",1610095,894620,127515,1.04598896644198,403.825869402052,0.44436818945466,1610095
"93","160802_Smp_Pt56","d3-Cysteic Acid",12.34,"",2320656,1605181,197809,1.35868516454178,66.2126117012308,0.308307220027441,2320656
"94","160802_Smp_Tp12","d3-Cysteic Acid",12.41,"",1678408,962933,137396,1.21472895259077,563.280737018425,0.426281929066115,1678408
"95","160802_Smp_Tp34","d3-Cysteic Acid",12.33,"",1808708,1093233,158306,1.28385790246641,1943.75832438238,0.395572419649827,1808708
"96","160802_Smp_TP56","d3-Cysteic Acid",12.31,"",2110413,1394938,195665,1.56697507512212,322.073026015518,0.339021319523714,2110413
"97","160802_Poo_0801_PooledDiatoms_1","d4 Succinic Acid",12.33,"",3064700,-255885,327343,14.6393308717106,4.43534639303761,1.08349430613111,3064700
"98","160802_Poo_0801_PooledDiatoms_2","d4 Succinic Acid",12.33,"",2690337,-630248,247377,12.5594608978189,4.02199829036979,1.23426358853928,2690337
"99","160802_Poo_0801_PooledDiatoms_3","d4 Succinic Acid",12.32,"",3953910,633325,374452,14.3521250993673,28.0897393735098,0.839823111805782,3953910
"100","160802_Smp_Np12","d4 Succinic Acid",12.465,"",3054188,-266397,249608,15.66852892138,57.2010157515089,1.08722351079894,3054188
"101","160802_Smp_Np34","d4 Succinic Acid",12.44,"",2920598,-399987,246982,12.843551834229,11.9798981183857,1.13695380192687,2920598
"102","160802_Smp_NP56","d4 Succinic Acid",12.38,"",2893436,-427149,252991,10.0106769076409,24.0026632322895,1.14762690448311,2893436
"103","160802_Smp_Pt2","d4 Succinic Acid",12.46,"",2939313,-381272,261948,14.6777774448706,14.4918754418015,1.12971466461721,2939313
"104","160802_Smp_Pt34","d4 Succinic Acid",12.39,"",2740855,-579730,248774,14.7217701434656,8.04092222721726,1.21151429024885,2740855
"105","160802_Smp_Pt56","d4 Succinic Acid",12.41,"",3393141,72556,338361,11.0194464200466,6.38989924341222,0.978616862665006,3393141
"106","160802_Smp_Tp12","d4 Succinic Acid",12.45,"",3151353,-169232,247038,22.563009687189,19.7939634659081,1.05370137842381,3151353
"107","160802_Smp_Tp34","d4 Succinic Acid",12.42,"",2805113,-515472,269496,30.2291395010507,7.71757851227795,1.18376158108426,2805113
"108","160802_Smp_TP56","d4 Succinic Acid",12.35,"",3167167,-153418,271783,18.1160061088962,10.4378896239347,1.04844013593221,3167167
"109","160802_Poo_0801_PooledDiatoms_1","d4 Taurine",10.48,"",6842272,-2524036,478733,62.5945421778229,1205.2013375572,1.36888857969984,6842272
"110","160802_Poo_0801_PooledDiatoms_2","d4 Taurine",10.455,"",6472119,-2894189,445482,73.0487471783296,1418.76976998905,1.44717796443483,6472119
"111","160802_Poo_0801_PooledDiatoms_3","d4 Taurine",10.43,"",6764121,-2602187,444368,40.3058097962102,317.242975361167,1.38470438361466,6764121
"112","160802_Smp_Np12","d4 Taurine",10.735,"",6456241,-2910067,380052,52.9443105031818,2955.80137299771,1.45073704652599,6456241
"113","160802_Smp_Np34","d4 Taurine",10.685,"",6480614,-2885694,419471,374.104600819719,1196.02378757145,1.4452809564032,6480614
"114","160802_Smp_NP56","d4 Taurine",10.555,"",6299168,-3067140,404011,66.7610064226212,782.340610270404,1.48691192233641,6299168
"115","160802_Smp_Pt2","d4 Taurine",10.585,"",8671467,-694841,690008,54.8029261202048,609.310557699053,1.08012957899742,8671467
"116","160802_Smp_Pt34","d4 Taurine",10.58,"",6123316,-3242992,470034,64.8807561084151,177.795611375776,1.52961369297289,6123316
"117","160802_Smp_Pt56","d4 Taurine",10.62,"",7292034,-2074274,469795,50.8659021470724,88.3381162267044,1.28445753269938,7292034
"118","160802_Smp_Tp12","d4 Taurine",10.71,"",8566921,-799387,589235,61.1368330157643,Inf,1.09331088730712,8566921
"119","160802_Smp_Tp34","d4 Taurine",10.635,"",8082281,-1284027,528176,32.7501600577018,102.65240413035,1.1588693835317,8082281
"120","160802_Smp_TP56","d4 Taurine",10.555,"",6639166,-2727142,421175,55.6230395442359,259.112355182334,1.41076574979448,6639166
"121","160802_Poo_0801_PooledDiatoms_1","D-Methionine",7.63,"",16016446,-17302946,420768,1.13938090429154,769.69101555001,2.08032368728993,16016446
"122","160802_Poo_0801_PooledDiatoms_2","D-Methionine",7.615,"",16218341,-17101051,442544,1.05351603421198,13792.106292517,2.05442665189985,16218341
"123","160802_Poo_0801_PooledDiatoms_3","D-Methionine",7.64,"",15697088,-17622304,492120,0.958844501423812,14.7636043834252,2.12264797139444,15697088
"124","160802_Smp_Np12","D-Methionine",8.035,"",30772054,-2547338,953468,0.991684201794555,136.588977356346,1.08278088943949,30772054
"125","160802_Smp_Np34","D-Methionine",8,"",30438432,-2880960,899137,1.0113443864837,119.05346033913,1.09464876508751,30438432
"126","160802_Smp_NP56","D-Methionine",7.995,"",30095146,-3224246,838242,0.980589281284165,Inf,1.10713508417603,30095146
"127","160802_Smp_Pt2","D-Methionine",8.185,"",10390443,-22928949,302768,1.00514225880952,Inf,3.20673449630588,10390443
"128","160802_Smp_Pt34","D-Methionine",8.28,"",11834876,-21484516,339746,0.99449070744365,Inf,2.81535624031887,11834876
"129","160802_Smp_Pt56","D-Methionine",7.955,"",11278607,-22040785,276647,1.00084203572986,88.2174131584645,2.95421163269542,11278607
"130","160802_Smp_Tp12","D-Methionine",8.38,"",11197167,-22122225,411773,1.05718724596302,147.091291017027,2.97569840657016,11197167
"131","160802_Smp_Tp34","D-Methionine",8.3,"",10635363,-22684029,301902,0.959475778732139,880.318974782968,3.13288714263914,10635363
"132","160802_Smp_TP56","D-Methionine",7.605,"",11970320,-21349072,313502,1.0333841493814,Inf,2.78350052463092,11970320
"133","160802_Poo_0801_PooledDiatoms_1","Heavy Alanine",11.11,"",7086165,561586,614719,NA,Inf,0.920748952359986,7086165
"134","160802_Poo_0801_PooledDiatoms_2","Heavy Alanine",11.14,"",7303440,778861,627161,NA,Inf,0.893356966032445,7303440
"135","160802_Poo_0801_PooledDiatoms_3","Heavy Alanine",11.12,"",7978622,1454043,712867,NA,23060.6011560694,0.817757627820945,7978622
"136","160802_Smp_Np12","Heavy Alanine",11.2,"",6792326,267747,534058,NA,Inf,0.96058095562551,6792326
"137","160802_Smp_Np34","Heavy Alanine",11.14,"",6922393,397814,469758,NA,Inf,0.942532300607608,6922393
"138","160802_Smp_NP56","Heavy Alanine",11.17,"",6444134,-80445,532727,NA,257.472737403486,1.01248344618532,6444134
"139","160802_Smp_Pt2","Heavy Alanine",11.19,"",5230729,-1293850,380219,NA,1745.15771923975,1.247355578926,5230729
"140","160802_Smp_Pt34","Heavy Alanine",11.18,"",5278020,-1246559,459162,NA,Inf,1.23617928692957,5278020
"141","160802_Smp_Pt56","Heavy Alanine",11.22,"",6264467,-260112,469414,NA,Inf,1.04152180863911,6264467
"142","160802_Smp_Tp12","Heavy Alanine",11.15,"",7053559,528980,468010,NA,9558.66802168022,0.925005234945933,7053559
"143","160802_Smp_Tp34","Heavy Alanine",11.18,"",8448389,1923810,692604,NA,16534.0508806262,0.772286763784196,8448389
"144","160802_Smp_TP56","Heavy Alanine",11.14,"",8287555,1762976,737071,NA,93.6636067846641,0.787274292598963,8287555
"145","160802_Poo_0801_PooledDiatoms_1","Heavy Histidine",11.01,"",112482368,68681060,6823054,6.95587748761072,33.9298384955409,0.389405991168322,112482368
"146","160802_Poo_0801_PooledDiatoms_2","Heavy Histidine",11.03,"",117136392,73335084,6756934,6.86101006972393,32.1379172573545,0.37393424240009,117136392
"147","160802_Poo_0801_PooledDiatoms_3","Heavy Histidine",10.98,"",130653248,86851940,7703853,6.35517939838742,31.1136356407511,0.335248519807177,130653248
"148","160802_Smp_Np12","Heavy Histidine",11.13,"",49164444,5363136,2929806,6.08940962094251,17.0454440573419,0.890914336385051,49164444
"149","160802_Smp_Np34","Heavy Histidine",11.12,"",52152244,8350936,2898918,6.68083104168698,28.3212897818058,0.839873889223252,52152244
"150","160802_Smp_NP56","Heavy Histidine",11.04,"",52839212,9037904,3049608,6.39968441963662,23.0945900062722,0.828954602880906,52839212
"151","160802_Smp_Pt2","Heavy Histidine",11.08,"",67662776,23861468,4133547,6.72578434278582,16.6289110519078,0.647347191312399,67662776
"152","160802_Smp_Pt34","Heavy Histidine",11.06,"",91451128,47649820,5532018,6.48559386173239,26.2999726392955,0.478958641166241,91451128
"153","160802_Smp_Pt56","Heavy Histidine",11.045,"",112780536,68979228,6542918,6.27466966063089,33.0250042593792,0.388376483686866,112780536
"154","160802_Smp_Tp12","Heavy Histidine",11.13,"",52323152,8521844,3242237,6.28659171911585,35.6132944883369,0.837130530668336,52323152
"155","160802_Smp_Tp34","Heavy Histidine",11.07,"",61175904,17374596,3643422,6.41985246153497,19.8377413150597,0.715989550395528,61175904
"156","160802_Smp_TP56","Heavy Histidine",11.02,"",74662776,30861468,4405431,6.82519395682901,22.2370916790446,0.586655229642145,74662776
"157","160802_Poo_0801_PooledDiatoms_1","Heavy Isoleucine",8.17,"",16678967,1271226,688443,NA,77.0339849199041,0.923782689899201,16678967
"158","160802_Poo_0801_PooledDiatoms_2","Heavy Isoleucine",8.26,"",18068764,2661023,751085,NA,134.780265505727,0.852728000653504,18068764
"159","160802_Poo_0801_PooledDiatoms_3","Heavy Isoleucine",8.225,"",18200690,2792949,811933,34.4603002097833,152.348279102256,0.846547081456802,18200690
"160","160802_Smp_Np12","Heavy Isoleucine",8.045,"",47537496,32129755,1624126,20.2492984360278,472.592785857423,0.32411763968384,47537496
"161","160802_Smp_Np34","Heavy Isoleucine",8.04,"",43424480,28016739,1525619,14.4908148657352,1571.44880836136,0.354816937358835,43424480
"162","160802_Smp_NP56","Heavy Isoleucine",7.925,"",38494004,23086263,1163953,18.1638464278889,190.851961451583,0.400263402061266,38494004
"163","160802_Smp_Pt2","Heavy Isoleucine",8.235,"",17945126,2537385,764857,23.879870920523,64.905323210165,0.858603110393318,17945126
"164","160802_Smp_Pt34","Heavy Isoleucine",8.23,"",23422116,8014375,987602,53.1564546803865,1064.81959395013,0.657828737591429,23422116
"165","160802_Smp_Pt56","Heavy Isoleucine",8.18,"",20900132,5492391,971376,44.9378227869875,126.39978880169,0.737207831988812,20900132
"166","160802_Smp_Tp12","Heavy Isoleucine",8.36,"",31533358,16125617,1361736,64.9574988773211,49.7209343287641,0.488617197064772,31533358
"167","160802_Smp_Tp34","Heavy Isoleucine",8.28,"",24861336,9453595,1146105,NA,158.471820012921,0.619747104499935,24861336
"168","160802_Smp_TP56","Heavy Isoleucine",8.28,"",21651112,6243371,1066708,52.7046234064669,98.132874536792,0.711637397654218,21651112
"169","160802_Poo_0801_PooledDiatoms_1","AMP",11.83,"",10613575,10611488,638144,1.50627390901111,253.163815633167,0.000196634969838155,10613575
"170","160802_Poo_0801_PooledDiatoms_2","AMP",11.85,"",10054322,10052235,693768,1.36055741283151,82.0950137923247,0.000207572425072521,10054322
"171","160802_Poo_0801_PooledDiatoms_3","AMP",11.82,"",11173118,11171031,750424,1.65279583298078,79.3874923704021,0.000186787609331612,11173118
"172","160802_Smp_Np12","AMP",11.935,"",6177157,6175070,427083,1.67833674725032,Inf,0.000337857690843862,6177157
"173","160802_Smp_Np34","AMP",11.95,"",4312243,4310156,356984,1.44574907676086,217.044238476954,0.000483970870843781,4312243
"174","160802_Smp_NP56","AMP",11.85,"",4822410,4820323,345609,1.41243611334847,6783.57383966245,0.000432771166284078,4822410
"175","160802_Smp_Pt2","AMP",11.94,"",4244733,4242646,359000,1.54103718870997,169.763239503817,0.000491668144969307,4244733
"176","160802_Smp_Pt34","AMP",11.91,"",8272897,8270810,565333,1.42813465476707,143.398006781762,0.000252269549590669,8272897
"177","160802_Smp_Pt56","AMP",11.91,"",10233014,10230927,719618,1.54454340564035,75.4907223399067,0.000203947732310344,10233014
"178","160802_Smp_Tp12","AMP",11.97,"",10777365,10775278,755342,1.51018573660574,92.0796592551277,0.000193646591722559,10777365
"179","160802_Smp_Tp34","AMP",11.87,"",10842141,10840054,884951,1.67752707688751,68.3065381224936,0.000192489656793801,10842141
"180","160802_Smp_TP56","AMP",11.845,"",13401723,13399636,869488,1.47121730324312,92.1458622378193,0.00015572624505073,13401723
"181","160802_Poo_0801_PooledDiatoms_1","DHAP",13.73,"",565324,558294,23948,6.10204544227967,Inf,0.0124353468099709,565324
"182","160802_Poo_0801_PooledDiatoms_2","DHAP",13.68,"",649811,642781,24772,7.07531412643453,420.232903225806,0.0108185303111212,649811
"183","160802_Poo_0801_PooledDiatoms_3","DHAP",13.55,"",577387,570357,22932,12.362688420692,83.1552361980649,0.0121755425736984,577387
"184","160802_Smp_Np12","DHAP",14.04,"",353029,345999,19958,12.3969870421744,Inf,0.0199133782210527,353029
"185","160802_Smp_Np34","DHAP",14.01,"",235995,228965,8760,12.8874508519004,Inf,0.0297887667111591,235995
"186","160802_Smp_NP56","DHAP",13.94,"",284644,277614,13178,8.96798991808444,Inf,0.024697516898301,284644
"187","160802_Smp_Pt2","DHAP",14.19,"",201441,194411,10008,9.57965569716568,Inf,0.0348985559047066,201441
"188","160802_Smp_Pt34","DHAP",13.52,"",779985,772955,29060,10.168633074767,172.538376951836,0.00901299383962512,779985
"189","160802_Smp_Pt56","DHAP",14.09,"",731157,724127,21340,5.35516688273165,Inf,0.00961489803147614,731157
"190","160802_Smp_Tp12","DHAP",13.53,"",492586,485556,16019,7.09256886149947,Inf,0.014271619575059,492586
"191","160802_Smp_Tp34","DHAP",14.03,"Bad IR",429865,422835,14674,4.44130470719511,Inf,0.0163539715957335,429865
"192","160802_Smp_TP56","DHAP",13.76,"",590192,583162,21077,5.18626701464864,429.296081277213,0.0119113779922466,590192
"193","160802_Poo_0801_PooledDiatoms_1","Dimethyl Glycine",8.81,"",111157968,106208872,5733330,196.09698475087,41.9363111275442,0.0445230880794798,111157968
